,RM1,RM2,RM3,RM4,RM5,RM6,RM7
ASV_166433,0,0,0,0.000764745,0.000477966,0,0.000924067
ASV_182796,0,0.000605423,0.000446101,0.000637288,0.000828474,0.000477966,0.000701016
ASV_200172,0.00050983,0.000286779,0.000573559,0.000828474,0.000350508,0.000541695,0.00050983
ASV_159279,0.000223051,0.000414237,0.00050983,0.000414237,0.000223051,0.000286779,0.000637288
ASV_62396,0.000318644,0.000382373,0.000127458,0.000955932,0.000637288,0.001115253,0.000318644
ASV_107920,0.000446101,0.000541695,0,0.000254915,0.000318644,0,0.000446101
ASV_45614,0.000350508,0.000159322,0.000446101,0.000573559,0.000350508,0.000732881,0.000924067
ASV_97579,0.000701016,0.000764745,0.000350508,0.00050983,0.000477966,0.00079661,0.000318644
ASV_34796,0.000573559,0.000223051,0.00050983,0.000191186,0.000573559,0.000669152,0.000701016
ASV_73594,0,0.000892203,0.000254915,0.000637288,0.000701016,0.000446101,0.00050983
ASV_22488,0.000892203,0,0,0.000573559,0,0.000637288,0.000860338
ASV_91241,0.000573559,0.000382373,0.000924067,0.000573559,0,0.001083389,0.000446101
ASV_115221,0.00101966,0,0,0.000223051,0.000860338,0.000637288,0.000605423
ASV_188379,0.000350508,0.000382373,0.000669152,0.000732881,0.000318644,0.000446101,0.000637288
ASV_62525,0.000223051,0,0.000127458,0.000701016,0.00050983,0,0
ASV_44061,0.000955932,0.000382373,0.000924067,0.000669152,0.000286779,0.000573559,0.000382373
ASV_10139,0.000350508,0.000254915,0.000573559,0.000446101,0.000541695,0.000318644,0.000414237
ASV_74489,0.000477966,0.000446101,0.000637288,0.000159322,0.000286779,0,0.000414237
ASV_83713,0,0,0.000414237,0.001879999,0.000732881,0.000828474,0
ASV_197597,0.000732881,0.00050983,0.000732881,0.000414237,0.000924067,0.000669152,0.001274575
ASV_97714,0.000350508,0.000286779,0.001051525,0.000573559,0.000987796,0.000828474,0.000286779
ASV_139380,0.000573559,0.000414237,0,0.000477966,0.000605423,0,0.000828474
ASV_207364,0.000159322,0.000159322,0.000254915,0.000446101,0.000286779,0,0.000414237
ASV_138409,0.000446101,0,0.000477966,0.000254915,0,0.001083389,0.000541695
ASV_9317,0.000446101,0,0.000573559,0.000191186,0.000605423,0,0.000350508
ASV_211836,0.000318644,6.37E-05,0.000350508,0.000764745,0,0.000764745,0.000987796
ASV_54496,0,0.000350508,0.00050983,0.000605423,0.000541695,0.000382373,0.000414237
ASV_244084,0,0,0,0.000350508,0.001051525,0.000701016,0.000924067
ASV_54817,0.000286779,0,0.000477966,0.000286779,0.000414237,0.000573559,0.000350508
ASV_160548,0.000605423,0.000159322,0,0.000414237,0.000573559,0,0.000541695
ASV_45832,0.000701016,0.000637288,0,0,0,0.000350508,0
ASV_20316,0.000828474,9.56E-05,0.00050983,0.000254915,0.000477966,0.000637288,0.000541695
ASV_133617,0.000477966,0.000414237,0.000605423,0.000828474,0.000637288,0.000764745,0.000955932
ASV_5128,0.000477966,0.000286779,0.000541695,0.000318644,0.000254915,0.000446101,0.000286779
ASV_145776,0.000191186,0.000223051,0.000477966,0.000191186,0.003441354,0.000254915,0.000414237
ASV_214896,0.000541695,0.000350508,0.000382373,0.00050983,0.000350508,0.000573559,0.000605423
ASV_42898,0.000477966,0,0.000477966,0.000254915,0.000414237,0.000318644,0.000286779
ASV_231523,0.000477966,0,0,0,0.000669152,0.001274575,0
ASV_145540,0.000955932,0,0.001752541,0,0,0,0.001051525
ASV_128972,0.000286779,0,0.000605423,0.000382373,0.000446101,0.00050983,0
ASV_86135,0.000669152,0.00079661,0.00050983,0.000350508,0.000382373,0.000350508,0.00050983
ASV_38075,0,0,0.000764745,0,0.00079661,0,0
ASV_204470,0.000987796,0.000828474,0.000987796,0,0,0,0.000477966
ASV_215550,0.000414237,0.000191186,0.000318644,0.00050983,0.000414237,0.000477966,0.000382373
ASV_23809,0.000414237,0,0.000860338,0.000382373,0,0.001370169,0.000446101
ASV_66005,0.000318644,0.000350508,0.00050983,0.000414237,0.00079661,0.000414237,0.000191186
ASV_144503,0.000318644,0.001147118,0.000669152,0.000414237,0.000764745,0.000254915,0
ASV_206321,0,0,0.000159322,6.37E-05,0.000254915,0.000254915,0.000191186
ASV_145268,0,0.000637288,0.000286779,0.000446101,0.000477966,0.000350508,0.000541695
ASV_122539,0.000732881,0.000477966,0.000191186,0.000860338,0.001433897,0.000191186,0.00050983
ASV_167554,0.000701016,0.000318644,0.00050983,0.000318644,0.000860338,0.00050983,0.000732881
ASV_186338,0,0,0.000955932,0.000637288,0.000254915,0,0
ASV_59237,0.00130644,0.000286779,0.000764745,0,0.000892203,0.000828474,0
ASV_219651,0,0,0.00050983,0.000477966,0,0.000860338,0.000573559
ASV_46335,0.001051525,0,0,0.00050983,0.000605423,0.001051525,0
ASV_26744,0,0.004206099,0,0.001210847,0,0.00050983,0.001051525
ASV_179425,0.000573559,0.000254915,0.000350508,0.000318644,0.000382373,0.000446101,0.000605423
ASV_93649,0.000987796,0,0.000892203,0.000764745,0.000987796,0.001433897,0.001178982
ASV_118050,0.000637288,0.000223051,0.000159322,0.000159322,0.000382373,0.000924067,0.000955932
ASV_63724,0.000446101,0.000286779,0.000254915,0.000732881,0.000732881,0.000446101,0.000669152
ASV_208524,0.000318644,0,0.000350508,0.000159322,0.000446101,0.000191186,0
ASV_13898,0.00101966,0.00050983,0.000764745,0.000573559,0.000286779,0.000605423,0.000414237
ASV_158813,0,0.000350508,0.000637288,0.000350508,0.000541695,0.000669152,0.000955932
ASV_28053,0.000446101,6.37E-05,0.000414237,0.000254915,0.000446101,0.00079661,0.000318644
ASV_168956,0.000191186,0.000669152,0.000637288,0,0,0.000223051,0.001115253
ASV_204063,0.000350508,0,0,0.000254915,0,0,0.000446101
ASV_78480,0.000573559,0.000541695,0.000446101,0.000414237,0.001433897,0.000541695,0.000732881
ASV_239801,0.000446101,0.000127458,0.000446101,0.00079661,0.000541695,0.000318644,0.000477966
ASV_74982,0.000477966,0.000541695,0.000541695,0,0.000637288,0.000669152,0.000701016
ASV_227403,0.000318644,0,0,0.000254915,0,0,0
ASV_221566,0.000350508,0.000223051,0.000446101,0.000669152,0.000573559,0.000764745,0.001242711
ASV_85659,0.000414237,0.000414237,0.000127458,0.000159322,0.001242711,0.000159322,0.000541695
ASV_61422,0.000286779,0.000223051,0.000382373,0.000637288,0.00050983,0.000573559,0.000477966
ASV_102537,0.000669152,0.00050983,0.000637288,0.000382373,0.000414237,0.000286779,0
ASV_63965,0.000254915,9.56E-05,0.000605423,0.000286779,0.000637288,0.000318644,0.000446101
ASV_154053,0.000477966,0.000223051,0.000541695,0,0.000573559,0.000541695,0
ASV_8101,0.000318644,0,0.000414237,0.000286779,0.000541695,0.000732881,0.000605423
ASV_115847,0.000286779,0.000477966,0.000318644,0.000286779,0.000286779,0.000191186,0.000414237
ASV_46694,0.000764745,0.000223051,0,0.000350508,0,0.000605423,0.000637288
ASV_196780,0.000605423,0,0.001625084,0.000477966,0,0,0
ASV_240270,0.000669152,0.000573559,0.000191186,0.000701016,0.001115253,0.000446101,0.000414237
ASV_206717,0.001051525,0,0.000828474,0.000541695,0.001147118,0.001147118,0.001147118
ASV_73188,0.000350508,9.56E-05,0.000605423,0.000286779,0.000669152,0.000477966,0.000477966
ASV_148110,0.000350508,0.000828474,0.000732881,0.000318644,0.000286779,0.000573559,0
ASV_24210,0,0,0.000414237,0,0,0,0
ASV_178729,0,0,0.000860338,0,0,0,0
ASV_13437,0.000414237,0.001115253,0,0.000318644,0.000191186,0.000254915,0.000414237
ASV_161793,0.000254915,0.000223051,0.000414237,0.000286779,0.000350508,0.000382373,0.000350508
ASV_134663,0.000637288,0.000669152,0.000318644,0.000350508,0.00050983,0.000254915,0.000446101
ASV_186019,0.000414237,0.000573559,0.000127458,0.000477966,0.000318644,0.000318644,0.000350508
ASV_113716,0.000541695,0,0.00079661,0.000286779,0.000637288,0.000860338,0.000350508
ASV_52888,0,0,0,0.000828474,0,0,0
ASV_12539,0.000318644,0.000477966,0.000477966,0.000318644,0.000573559,0.000382373,0.000350508
ASV_48274,0.000477966,0.000637288,0.000382373,0.000924067,0.000254915,0.000446101,0.000350508
ASV_210547,0.000605423,0,0.000446101,0.000414237,0.00050983,0.000446101,0.000382373
ASV_42075,0.000223051,0.000350508,0.000286779,0.000669152,0.000318644,0.000223051,0.000318644
ASV_47948,0.000541695,0.001115253,0.000637288,0.000541695,0,0.000223051,0.000191186
ASV_167334,0.000382373,0.000127458,0,0.000159322,0.000350508,0.000254915,0.000541695
ASV_230921,0.000286779,0.000286779,0.000350508,0.000446101,0.000350508,0.000318644,0.00050983
ASV_87459,0,0,0.000382373,0.000191186,0.000477966,0,0.000446101
ASV_162028,0.000318644,0.000446101,0.000701016,0.000701016,0.000637288,0,0.00050983
ASV_248239,0,0.000223051,0,0,0.000350508,0.000446101,0
ASV_102628,0.000924067,0,0,0,0,0,0
ASV_168204,0.000159322,0.000286779,0.000223051,9.56E-05,0.000286779,0,0.000446101
ASV_72698,0,0,0.00050983,0,0.000414237,0.000318644,0.000701016
ASV_165897,0.000286779,0,6.37E-05,0,0.000605423,0,0.000955932
ASV_181700,0.000382373,0,0.000573559,0,0.000637288,0.000446101,0.000446101
ASV_187942,0.000350508,0.000414237,0.00050983,0.000446101,0.000573559,0.000669152,0.000414237
ASV_178631,0,0,0,0.00079661,0.001465762,0,0.000223051
ASV_162789,0.000382373,0.000191186,0.000254915,0.000191186,0.000573559,0.000477966,0.000828474
ASV_156108,0.000382373,0.000318644,0.000477966,0.000254915,0.000254915,0.000159322,0.000159322
ASV_32119,0,0,0,0.000414237,0.000350508,0.00079661,0
ASV_39548,0.000286779,0.000637288,0.000828474,0.000286779,0.000223051,0.000541695,6.37E-05
ASV_122180,0.000573559,0.000191186,0.00050983,0.000350508,9.56E-05,0.000318644,0.000701016
ASV_43135,0.000382373,0,0.000446101,0.000191186,0.000350508,0.000286779,0.000286779
ASV_241336,0,0.000669152,0,0,0.000892203,0,0
ASV_89219,0.000637288,0.000286779,0,0.000477966,0.000191186,0.000318644,0.000414237
ASV_171714,0.000382373,0.000254915,0.000350508,0.000414237,0,0.000477966,0.000286779
ASV_45801,0.000701016,0,0,0,0.000764745,0,0
ASV_114001,0.000541695,0.000191186,0.000414237,0.001051525,0.000127458,0.000350508,0.000318644
ASV_48685,0.000318644,0,0.000541695,0.000477966,0.00050983,0.000382373,0
ASV_54066,0.00050983,0.000254915,0.00050983,0.000159322,0.000318644,0.001210847,0.000414237
ASV_173802,0.000350508,0.000414237,0.000382373,0,0.000191186,0.000286779,0.000382373
ASV_59435,0.00050983,0.000669152,0.000382373,0.000382373,0.000860338,0.000286779,0.000637288
ASV_112967,0.000286779,0.000924067,0.000350508,0.000764745,0.000318644,0.000254915,0
ASV_146125,0.000286779,0,0.00050983,0.000573559,0.000350508,0,0
ASV_171823,0.000764745,0,0,0.000318644,0,0.000573559,0.000414237
ASV_114638,0.00050983,0.000159322,0,0.000573559,0.000573559,0.000477966,0.000414237
ASV_227072,0.000477966,0.000637288,0.000446101,0.000414237,0.000605423,0.000414237,0.000223051
ASV_50736,0,0,0,0.000701016,0.000477966,0,0
ASV_26948,0.000318644,0.00050983,0.000414237,0.000414237,0,0.000254915,0
ASV_216674,0.000477966,0,0.000191186,0.000254915,0.000318644,0.000318644,0.000446101
ASV_185170,0,0.000127458,0.000605423,0.000159322,0.001051525,0.000669152,0.000318644
ASV_115431,0.000669152,0.000446101,0,0.000350508,0.000573559,0.000892203,0
ASV_196244,0.00050983,0,0.000350508,9.56E-05,0.000892203,0.000191186,0.000477966
ASV_122262,0.000350508,0.000477966,0,0.000350508,0.000414237,0.000318644,0
ASV_154668,0.000414237,0.000828474,0.000350508,0.000446101,0.000286779,0.000350508,0.000223051
ASV_175667,0,0,0.000254915,0.000254915,0.000446101,0,0
ASV_82817,0.000318644,0,0.000955932,0.000541695,0.001370169,0,0
ASV_186411,6.37E-05,0,0.000191186,0,0.000191186,0.00079661,0.000127458
ASV_136402,0.000318644,0,0,0.000860338,0.000191186,0.000254915,0
ASV_176607,0.000892203,0,0.000382373,0.000605423,0.001051525,0.000318644,0.000382373
ASV_244343,0.000318644,0,0.000286779,0,0.000318644,0,0
ASV_196414,0.000446101,0.000955932,0.000350508,0.000669152,0.000446101,0.000446101,0.000541695
ASV_34036,0.000669152,0.000191186,0.000414237,0.000605423,0.000446101,0.000127458,0.000541695
ASV_4100,0.00050983,0.000318644,0.000477966,0.001083389,0.000382373,0.00050983,0
ASV_30146,0,0.000477966,0.000382373,0.000605423,0.000350508,0.00050983,0
ASV_78251,0,0,0.000446101,0.000318644,0.000637288,0.000191186,0.00050983
ASV_84721,0.000573559,0.000318644,0.000382373,0,0.000477966,0,0
ASV_79904,0.000254915,6.37E-05,0.000127458,0.000159322,0.000159322,0.000191186,0
ASV_135730,0,0,0.000223051,0.000223051,0.000701016,0.000764745,0.000286779
ASV_138203,0.000350508,0.000414237,0.00050983,0.000254915,0.000414237,0.000318644,0.000286779
ASV_51159,0.000223051,3.19E-05,0,0.000414237,0.000477966,0.000127458,0.000318644
ASV_63903,0,0.000350508,0.001720677,0,0.000477966,0.000573559,0
ASV_220613,0,0,0,0.000892203,0.000573559,0,0
ASV_187728,0.00050983,0,0.000477966,0,0.000191186,0.000350508,0.000477966
ASV_22706,0.000414237,0.000541695,0.00050983,0.00050983,0.000828474,0.000127458,0.00079661
ASV_95440,0.000637288,0,0.000669152,0,0.000764745,0,0.001465762
ASV_149764,0.000254915,0.000254915,0.000477966,0.000286779,0.000541695,0.000382373,0
ASV_192561,0.000159322,0.000414237,0.000605423,0.000254915,0.000350508,0.000701016,6.37E-05
ASV_77146,0.000286779,0,0.000605423,0.000286779,0,0.000541695,0.000382373
ASV_64693,0,0,0,0.000254915,0.000573559,0.00050983,0.000350508
ASV_85130,0.000446101,0.000127458,0.000350508,0.000127458,0.000573559,0.000382373,0.000732881
ASV_247206,0.000414237,0.000732881,0.000446101,0.000286779,0.000223051,0.000350508,0.001561355
ASV_151910,0.000223051,0,0,0,0.000127458,0.000382373,0.000223051
ASV_153791,0.000414237,0.000541695,0.00050983,0.000414237,0.000350508,0.000286779,0.000318644
ASV_117500,0,0.000477966,0,0.000318644,0,0,0
ASV_175842,0,0.000637288,0.000732881,0.000637288,0.000764745,0.001338304,0.00079661
ASV_173541,0.000828474,0.00050983,0,0.00050983,0.000382373,0.000573559,0.000892203
ASV_140121,0.000223051,0.000732881,0.000414237,0.000223051,0.000254915,0.000286779,0.000414237
ASV_57659,0.000382373,0.000127458,0.000414237,0.000382373,0.000382373,0.000254915,0.000446101
ASV_40276,0.000477966,0.001497626,0.000382373,9.56E-05,0,0.000159322,0.000732881
ASV_191145,0,0,0,0,0,0.000637288,0
ASV_77051,0.000605423,0,0.000573559,0,0,0.00079661,0
ASV_153490,0.000446101,0.000414237,0.000318644,0.000350508,0.000764745,0.000191186,0.000350508
ASV_84948,0,0,0.000318644,0.00050983,0.000446101,0,0
ASV_122305,0.000446101,0.00079661,0.000605423,0,0.000286779,0.000446101,0.000541695
ASV_153880,0.00050983,6.37E-05,0.00050983,0,0,0.000477966,0.000350508
ASV_124727,0.000191186,9.56E-05,0.000191186,0.000669152,0,0.000286779,0.000446101
ASV_148748,0.000573559,0,0,0.000223051,9.56E-05,0.000159322,0
ASV_204994,0.000127458,0.000414237,0.000414237,0.000127458,0.000191186,0.000350508,0
ASV_138632,0.000669152,0.000191186,0.000477966,0.000191186,0.000254915,0.000605423,0.000254915
ASV_154962,0.000541695,0.000637288,0.000414237,0.000191186,0.000254915,0.000286779,0.000286779
ASV_3258,0.00050983,0.000159322,0.000223051,0.000191186,0,0.000605423,0.000350508
ASV_126877,0.000254915,0,0,9.56E-05,0.000382373,0.000382373,0
ASV_63252,0,0.000318644,0.000350508,0.000477966,0.000764745,0,0.000732881
ASV_208211,0.000159322,0.000987796,0,0.000573559,0.000541695,0,0.000573559
ASV_225739,0.000223051,0,0.000318644,0,0,0,0
ASV_41970,0,0,0,0,0,0.001210847,0.001561355
ASV_36465,0.000318644,0.000605423,0.000159322,0.000254915,0.000223051,0,0
ASV_22847,0.000382373,0,0.000541695,0.000541695,0.000414237,0.000669152,0.000446101
ASV_180743,0.000477966,0.000191186,0.000541695,0.000159322,0.000318644,0,0.000254915
ASV_78807,0.000223051,0,0,0.000223051,0.000637288,0.000701016,0.000382373
ASV_195213,0.000318644,0,0.000286779,0.000223051,0.000414237,0.000382373,0.000605423
ASV_14131,0.000191186,0.000223051,0.000254915,0.000318644,0.000318644,0.000382373,0.000382373
ASV_56651,0.000286779,0.000159322,0.000350508,0.000159322,0.00050983,0.000446101,0.000382373
ASV_238496,0.000318644,0.000191186,0.000382373,0.000286779,0.000254915,0.000286779,0.000223051
ASV_144752,0,0.000541695,0,0.000860338,0,0,0.000541695
ASV_200421,0.000159322,0,0.00050983,0.000191186,0,0.000573559,0
ASV_143855,0.000541695,0.000191186,0.000446101,0.000414237,0.000541695,0.000541695,0.000382373
ASV_232026,0,0,0,0.000159322,0,0,0
ASV_225582,0.000223051,0,0,0,0.000350508,0.000286779,0
ASV_67584,0,0.003090845,0,0,0,0,0
ASV_150746,0,0,0.000414237,0.000254915,0.000382373,0,0
ASV_48335,0.00050983,0.000701016,0.000223051,0.000350508,0.000541695,0.000541695,0.000541695
ASV_251046,0.000159322,0.000127458,0.000477966,0.000159322,0.000223051,0.000318644,0.000414237
ASV_222924,0.000446101,0.000541695,0.00050983,0.000159322,0.000191186,0.000286779,0.000414237
ASV_160156,0,0,0.000318644,0.000286779,0,0,0.000191186
ASV_246884,0.000541695,0,0.000254915,0.000350508,0.000573559,0.000318644,0.000414237
ASV_65229,0.000446101,0,0.000701016,0.000350508,0,0.000477966,0
ASV_43784,0.00050983,0.000159322,0.000637288,0,0.000414237,0.000573559,0.000446101
ASV_232715,0,0,0.00050983,0.000223051,0.000286779,0.000732881,0.000223051
ASV_185979,0.000860338,0.000254915,0.000637288,0.000159322,0.000573559,0.000541695,0.000892203
ASV_216876,0,0,0.000892203,0,0.000541695,0.000605423,0
ASV_56,0.000446101,0.000382373,0.000955932,0.000318644,0,0.000828474,0.000892203
ASV_125907,0.000318644,0.000446101,0.000254915,0.000191186,9.56E-05,0,0.000254915
ASV_49051,0.000732881,0.000159322,0.000254915,0.000414237,0.000414237,0.000382373,0.000223051
ASV_208655,0.000254915,0.000127458,0,9.56E-05,0.000254915,0,0.000127458
ASV_191910,0,0.00130644,0.000446101,0.000286779,0,0.000127458,0
ASV_183509,0,0,0.000764745,0,0,0,0
ASV_8048,0.000254915,0.000127458,0.000318644,0.000541695,0.000286779,0,0.000223051
ASV_47217,0.000382373,0.000127458,0.000477966,0.000382373,0.000446101,0.000350508,0.000414237
ASV_176016,0.000286779,0.000254915,0.000350508,0.000286779,0.000382373,0,0
ASV_204980,0.000350508,0.000286779,0.000286779,9.56E-05,0.000318644,0.000350508,0
ASV_34281,0,0.000191186,0,0.000764745,0,0.000223051,0
ASV_343,0,0,0,0.000350508,0.000318644,0,0.000541695
ASV_81807,0.000541695,0.000637288,0,0,0.000637288,0,0.000318644
ASV_82134,0.000191186,0.000573559,0.000732881,0.000446101,0.00050983,0.000254915,0
ASV_144605,0.000159322,0.000382373,0.000127458,0.00050983,0.000286779,0.000191186,0.000414237
ASV_183915,0,0,0,0,0,0,0
ASV_61366,0.000286779,0.000669152,0.000223051,0.000286779,0.000318644,0.000254915,0.000477966
ASV_180003,0.000350508,0,0.00050983,0,0,0,0.000446101
ASV_7008,0.000223051,0.00050983,0.000446101,0.000223051,0.000254915,0.000446101,0.000701016
ASV_10470,0.000382373,0,0.000223051,0.000254915,0.000223051,0.000573559,0.000541695
ASV_205182,0.000159322,0.000446101,0.000477966,0.000191186,0.000286779,0.000254915,0.000382373
ASV_60973,0.000541695,0,0.000382373,0.000414237,0.000637288,0.000254915,0.000318644
ASV_37108,0,0,0.000573559,0.000860338,0.000446101,0,0.000669152
ASV_153360,0,0,0,0,0,0,0
ASV_160622,0.000573559,0,0.000286779,0.000191186,0.000254915,0.00050983,0.000350508
